customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
103741,52.0,Female,East,Graduate,Salaried,519656.92,118729.62,Business,666.0,9,191,60.24,2015-06-15,1
103742,48.0,Male,South,Post-Graduate,Self-Employed,849339.97,415151.95,Home,784.0,9,184,79.24,2021-07-13,1
103743,42.0,Female,South,Graduate,Salaried,399958.95,276345.28,Car,593.0,2,36,51.76,2019-08-06,1
103744,61.0,Female,North,Graduate,Self-Employed,940228.95,183292.11,Other,644.0,3,132,12.79,2017-03-26,0
103745,37.0,Male,West,Post-Graduate,Salaried,556901.69,159844.77,Education,,3,49,45.34,2016-02-18,1
103746,46.0,Male,East,Primary,,589593.11,177676.81,Home,592.0,8,169,26.1,2016-12-03,1
103747,64.0,Male,West,Primary,Self-Employed,474466.57,240765.76,Business,563.0,5,195,33.36,2017-11-14,1
103748,27.0,Female,South,Secondary,Unemployed,681884.44,121935.5,Car,670.0,2,85,44.3,2017-02-10,0
103749,,Female,West,Post-Graduate,Salaried,524668.09,152033.82,Other,,6,180,30.65,2016-09-23,0
103750,46.0,Female,West,Secondary,Self-Employed,504914.95,42621.24,Education,,10,61,31.67,2019-03-06,1
103751,45.0,Female,East,Graduate,Self-Employed,722594.22,152885.46,Education,,3,89,38.14,2021-12-12,1
103752,30.0,Male,East,Primary,Self-Employed,832235.54,413725.13,Other,691.0,6,43,30.05,2022-08-04,0
103753,39.0,Male,South,Post-Graduate,Unemployed,391578.88,394151.93,Home,659.0,1,143,21.87,2016-03-24,0
103754,31.0,Female,East,Post-Graduate,Salaried,,282407.24,Education,645.0,6,57,63.59,2019-02-14,0
103755,33.0,Female,South,Post-Graduate,Self-Employed,849578.33,502757.72,Education,551.0,7,155,37.66,2015-11-25,1
103756,28.0,Male,South,Primary,Self-Employed,247001.41,395780.71,Education,,11,90,68.22,2022-03-09,1
103757,60.0,Female,North,Secondary,Salaried,430785.21,302164.66,Car,,6,176,71.79,2021-08-11,0
103758,24.0,Female,North,Primary,Salaried,844766.31,315220.51,Car,658.0,5,16,62.57,2019-04-12,0
103759,51.0,Female,North,Secondary,Salaried,674631.12,260655.04,Education,682.0,3,15,37.77,2018-01-16,0
103760,48.0,Female,West,Graduate,Self-Employed,941858.13,98877.1,Business,706.0,8,62,60.49,2021-09-22,1
103761,31.0,Female,North,Graduate,,564538.09,218019.13,Education,562.0,0,10,20.87,2015-02-19,1
103762,63.0,Male,East,Secondary,Salaried,,20000.0,Home,633.0,4,38,56.28,2015-07-02,0
103763,21.0,Female,East,Graduate,Salaried,872272.56,118674.58,Business,691.0,10,101,38.42,2016-01-29,1
103764,58.0,Male,North,Graduate,Salaried,432877.25,416558.58,Home,629.0,0,112,55.9,2023-01-03,0
103765,44.0,Female,West,Post-Graduate,Salaried,551187.27,259290.68,Other,727.0,10,132,62.84,2019-11-04,1
103766,51.0,Male,South,Post-Graduate,Salaried,711896.7,122066.33,Other,657.0,9,111,49.39,2015-07-05,1
103767,61.0,Female,West,Primary,Salaried,731692.74,313243.94,Car,494.0,10,107,54.97,2015-03-30,1
103768,46.0,Female,West,Primary,Self-Employed,440469.48,322523.84,Car,717.0,0,186,24.95,2015-03-27,0
103769,25.0,Male,South,Primary,Salaried,652136.85,435047.78,Car,641.0,5,68,51.49,2015-04-30,0
103770,40.0,Male,South,Post-Graduate,Unemployed,,463393.7,Other,508.0,5,150,42.23,2015-03-29,1
103771,61.0,Other,South,Primary,Salaried,263454.63,343746.82,Home,,10,54,39.96,2018-03-24,1
103772,31.0,Other,East,Primary,Unemployed,507784.01,68244.4,Business,549.0,6,183,38.72,2017-06-30,1
103773,53.0,Male,South,Post-Graduate,Salaried,273142.32,523643.28,Car,710.0,9,131,31.76,2015-12-27,1
103774,,Other,South,Secondary,Self-Employed,468108.21,412406.2,Other,647.0,8,32,31.37,2022-07-18,1
103775,47.0,Female,West,Post-Graduate,Salaried,359680.38,351903.75,Car,576.0,5,41,58.98,2022-01-26,1
103776,54.0,Female,West,Secondary,Salaried,,247999.28,Education,715.0,1,81,49.05,2022-03-27,0
103777,35.0,Male,North,Post-Graduate,Salaried,660072.79,64018.98,Business,687.0,3,120,12.1,2016-11-26,0
103778,52.0,Female,West,Primary,Salaried,907724.37,182796.58,Home,631.0,8,84,13.4,2019-10-09,1
103779,41.0,Female,South,Graduate,Self-Employed,415646.98,243890.52,Car,550.0,1,150,49.91,2017-01-04,1
103780,,Female,East,Graduate,Salaried,624655.14,201891.67,Education,583.0,6,62,69.24,2015-02-22,1
103781,26.0,Female,West,Secondary,Unemployed,379405.32,381214.73,Education,581.0,3,29,13.08,2019-10-04,1
103782,58.0,Female,West,Secondary,Salaried,473683.6,240817.46,Business,710.0,9,138,45.5,2019-10-02,1
103783,42.0,Female,South,Secondary,Unemployed,520106.66,156800.09,Other,516.0,10,66,69.58,2019-09-27,1
103784,38.0,Male,West,Graduate,Salaried,994729.49,310087.07,Other,646.0,5,75,10.31,2016-02-07,0
103785,34.0,Male,West,Secondary,Salaried,672778.03,150493.19,Car,630.0,0,148,29.31,2020-05-18,0
103786,30.0,Male,South,Post-Graduate,Salaried,574447.44,54192.04,Car,733.0,10,55,74.39,2017-05-22,1
103787,33.0,Male,West,Post-Graduate,Self-Employed,815801.94,311132.19,Other,669.0,7,39,15.7,2022-11-09,1
103788,51.0,Female,East,Graduate,Salaried,734599.04,241300.29,Home,693.0,5,16,52.49,2018-06-21,0
103789,50.0,Female,North,Post-Graduate,Salaried,588783.4,268818.26,Home,608.0,10,161,45.52,2016-09-29,1
103790,23.0,Female,West,Secondary,Salaried,735038.8,415148.26,Education,552.0,6,104,20.62,2017-05-26,1
103791,50.0,Male,East,Graduate,Salaried,538848.28,280118.08,Business,624.0,5,185,12.97,2016-12-13,0
103792,26.0,Female,West,Secondary,Salaried,1197127.96,318303.27,Home,712.0,6,52,45.18,2015-02-21,0
103793,49.0,Male,North,Post-Graduate,Salaried,844002.56,252058.97,Car,712.0,4,88,61.46,2018-06-20,0
103794,28.0,Male,South,Secondary,Self-Employed,,347197.32,Home,616.0,2,45,22.41,2020-07-24,0
103795,64.0,Male,North,Graduate,Self-Employed,751848.5,20000.0,Business,581.0,5,138,58.39,2016-02-06,1
103796,63.0,Female,West,Secondary,Self-Employed,,157077.88,Car,565.0,9,16,48.25,2019-10-13,1
103797,64.0,Male,North,Post-Graduate,,656621.93,203660.47,Business,639.0,8,53,35.05,2016-09-10,1
103798,53.0,Female,North,Primary,Salaried,702957.07,192467.87,Other,661.0,5,70,56.51,2016-10-25,0
103799,37.0,Male,South,Graduate,Unemployed,437512.86,155006.44,Business,,8,35,23.44,2017-06-20,1
103800,31.0,Female,West,Secondary,Salaried,512988.45,240161.69,Business,660.0,1,116,41.99,2021-03-20,0
103801,33.0,Female,North,Graduate,Salaried,931738.29,233718.47,Business,699.0,10,116,48.45,2016-10-28,1
103802,31.0,Female,North,Secondary,Self-Employed,640803.78,240100.85,Car,588.0,0,130,42.11,2020-07-10,1
103803,,Female,South,Primary,Salaried,459949.9,274055.02,Business,653.0,3,167,37.83,2015-06-23,0
103804,48.0,Female,East,Post-Graduate,Salaried,571963.68,309734.88,Business,661.0,4,10,61.86,2018-10-02,0
103805,64.0,Female,West,Secondary,Salaried,493164.3,156885.1,Education,,9,72,55.93,2021-07-22,1
103806,,Female,East,Secondary,Salaried,779545.26,187318.72,Car,648.0,6,24,54.76,2021-02-10,0
103807,61.0,Male,East,Primary,Salaried,487832.25,360727.49,Business,660.0,7,64,72.43,2016-01-31,1
103808,36.0,Male,South,Graduate,Salaried,608826.89,136966.66,Home,688.0,11,66,79.55,2021-06-18,1
103809,,Male,South,Post-Graduate,Salaried,,153046.99,Business,744.0,0,126,49.7,2018-05-06,0
103810,55.0,Female,West,Secondary,Self-Employed,,157244.14,Home,469.0,5,29,34.38,2019-05-10,1
103811,46.0,Female,East,Secondary,Salaried,725843.79,226014.03,Other,739.0,0,159,64.52,2016-12-10,0
103812,32.0,Female,North,Post-Graduate,Self-Employed,,369776.32,Other,513.0,7,98,19.95,2022-02-25,1
103813,,Female,East,Primary,Salaried,739565.48,312867.85,Car,675.0,11,187,45.9,2019-03-02,1
103814,57.0,Male,South,Graduate,Self-Employed,521075.96,145248.28,Car,838.0,0,126,46.72,2019-04-06,0
103815,45.0,Female,North,Post-Graduate,Self-Employed,904253.62,467587.98,Other,647.0,3,173,78.84,2016-04-06,0
103816,38.0,Other,North,Graduate,Self-Employed,586463.76,166522.26,Car,664.0,2,174,79.37,2017-05-21,0
103817,39.0,Male,South,Primary,Self-Employed,954561.09,55453.24,Home,625.0,1,183,65.94,2022-11-08,0
103818,43.0,Female,North,Primary,Salaried,535039.11,468902.73,Home,703.0,7,128,43.11,2015-04-25,1
103819,,Male,East,Post-Graduate,Salaried,743096.08,149577.77,Education,679.0,5,164,48.31,2017-05-13,0
103820,38.0,Female,South,Secondary,Salaried,633364.46,236691.61,Car,596.0,11,156,32.38,2021-08-27,1
103821,46.0,Male,West,Primary,Salaried,653529.04,233921.84,Car,,3,92,68.09,2018-05-03,0
103822,26.0,Female,South,Primary,,265996.48,319810.5,Education,561.0,2,25,62.26,2018-05-15,1
103823,24.0,Female,West,Post-Graduate,Salaried,403360.0,29562.97,Business,640.0,5,63,64.0,2020-02-29,0
103824,64.0,Male,West,Post-Graduate,Salaried,901991.04,213917.55,Home,616.0,5,104,19.71,2020-07-23,0
103825,49.0,Male,South,Post-Graduate,Unemployed,342236.19,205987.55,Business,661.0,4,171,37.9,2019-01-25,0
103826,,Female,South,Primary,Self-Employed,778406.09,419645.41,Education,,2,88,47.61,2020-11-28,1
103827,,Other,West,Graduate,Salaried,,184772.92,Car,633.0,10,188,18.73,2019-01-03,1
103828,63.0,Female,West,Primary,Salaried,710602.14,211511.31,Business,651.0,9,45,35.8,2022-06-19,1
103829,63.0,Female,North,Post-Graduate,Self-Employed,1025349.57,341219.14,Car,,8,136,16.12,2022-04-14,1
103830,36.0,Male,South,Secondary,Salaried,738422.54,311368.01,Education,672.0,5,190,77.12,2018-04-07,0
103831,22.0,Female,South,Secondary,Salaried,652571.46,163114.82,Other,636.0,4,99,62.59,2021-10-15,0
103832,54.0,Female,North,Post-Graduate,Salaried,674929.03,301408.73,Car,587.0,10,103,53.45,2019-08-19,1
103833,28.0,Female,South,Secondary,Salaried,564524.45,161514.57,Business,,6,199,24.34,2022-10-08,0
103834,33.0,Male,North,Primary,Salaried,558378.25,346387.97,Business,636.0,0,168,33.39,2020-07-31,0
103835,62.0,Female,North,Graduate,Self-Employed,494967.84,230773.18,Education,732.0,6,98,20.11,2019-11-07,0
103836,28.0,Female,South,Primary,Salaried,684639.5,99202.1,Business,742.0,0,141,47.53,2015-12-18,0
103837,50.0,Female,East,Post-Graduate,,1040077.03,20000.0,Home,540.0,8,21,67.44,2020-12-10,1
103838,52.0,Female,West,Primary,Self-Employed,884894.53,204877.81,Car,699.0,5,190,11.33,2016-12-01,0
103839,56.0,Female,South,Secondary,Self-Employed,640975.03,155956.37,Home,715.0,6,70,17.23,2022-12-05,0
103840,50.0,Female,East,Primary,,722841.94,221245.54,Education,542.0,6,156,26.05,2017-08-19,1
103841,21.0,Male,North,Graduate,,582921.27,244090.51,Home,,0,128,59.98,2015-12-03,0
103842,63.0,Female,East,Secondary,Unemployed,884292.08,20350.37,Home,722.0,1,193,72.58,2022-09-19,0
103843,59.0,Male,South,Graduate,Unemployed,273540.42,162415.24,Car,,9,18,62.71,2020-07-24,1
103844,37.0,Male,South,Graduate,Self-Employed,986118.62,234475.86,Car,631.0,2,34,46.75,2021-05-15,0
103845,,Male,East,Graduate,Self-Employed,490950.36,262005.6,Other,665.0,7,63,17.36,2020-06-01,1
103846,44.0,Female,South,Primary,Salaried,523190.15,345787.39,Home,696.0,8,121,62.84,2017-05-18,1
103847,42.0,Male,West,Primary,Self-Employed,355455.59,366465.42,Car,571.0,10,184,17.39,2019-08-19,1
103848,49.0,Male,East,Primary,,630950.26,221361.77,Home,743.0,7,50,34.34,2015-04-19,1
103849,42.0,Female,North,Primary,,463827.48,232254.87,Home,488.0,11,188,31.56,2020-03-11,1
103850,64.0,Male,East,Secondary,Salaried,832697.22,192318.6,Education,756.0,5,59,35.15,2022-11-27,0
103851,29.0,Male,East,Primary,Self-Employed,735026.31,328690.32,Education,694.0,1,126,33.07,2018-02-23,0
103852,57.0,Female,East,Secondary,Unemployed,461269.53,203858.55,Home,600.0,1,144,63.84,2022-03-12,0
103853,30.0,Female,East,Graduate,,424609.55,133981.45,Education,719.0,11,36,22.02,2021-07-02,1
103854,,Male,North,Secondary,Salaried,471605.41,50499.57,Car,566.0,9,185,69.21,2018-07-14,1
103855,57.0,Female,North,Post-Graduate,Self-Employed,410869.87,136299.29,Home,659.0,6,120,70.08,2022-05-19,0
103856,48.0,Female,North,Primary,Salaried,544090.21,218095.61,Education,669.0,8,64,44.36,2015-03-03,1
103857,48.0,Male,East,Post-Graduate,Salaried,431856.18,367546.91,Car,669.0,5,116,17.43,2015-06-20,0
103858,62.0,Female,West,Secondary,Salaried,833654.18,255461.6,Home,583.0,0,143,50.28,2015-05-01,1
103859,63.0,Other,West,Primary,Salaried,500330.34,263738.05,Home,610.0,8,172,67.47,2021-12-06,1
103860,41.0,Male,North,Post-Graduate,Self-Employed,715140.34,250404.83,Education,660.0,6,169,30.26,2019-09-30,0
103861,44.0,Male,West,Primary,Salaried,716783.67,403578.04,Car,592.0,2,15,68.64,2015-09-20,1
103862,62.0,Female,West,Secondary,Salaried,229377.46,310943.6,Home,672.0,1,27,57.38,2020-12-25,0
103863,60.0,Female,West,Post-Graduate,Salaried,742689.63,248234.56,Home,,2,168,79.11,2018-04-06,0
103864,22.0,Male,West,Secondary,Salaried,258624.02,178160.06,Other,730.0,1,61,67.73,2022-01-07,0
103865,28.0,Female,West,Post-Graduate,Self-Employed,433231.87,98740.77,Home,775.0,10,153,24.11,2021-02-26,1
103866,,Female,South,Graduate,Salaried,733473.24,448294.38,Other,626.0,9,193,41.43,2020-11-19,1
103867,42.0,Female,North,Graduate,Salaried,,346434.17,Other,724.0,1,199,17.25,2020-08-28,0
103868,57.0,Female,East,Graduate,Salaried,531911.64,226792.22,Car,633.0,3,90,14.88,2021-08-10,0
103869,47.0,Male,West,Graduate,Salaried,243404.43,465274.86,Business,575.0,5,189,59.42,2018-12-16,1
103870,49.0,Female,South,Graduate,Self-Employed,792927.72,249084.73,Other,616.0,2,142,73.91,2022-05-12,0
103871,23.0,Female,East,Secondary,Salaried,686819.84,151990.4,Car,657.0,8,190,78.15,2017-05-30,1
103872,64.0,Male,South,Graduate,Self-Employed,428707.64,396599.39,Education,,4,154,28.93,2023-03-16,1
103873,33.0,Female,West,Secondary,Salaried,407691.93,96281.11,Other,700.0,4,168,24.12,2021-01-05,0
103874,,Female,West,Graduate,Salaried,805376.58,201892.32,Business,657.0,6,25,49.22,2016-05-11,0
103875,56.0,Male,West,Primary,Self-Employed,660080.85,105921.19,Education,730.0,8,194,24.06,2017-01-19,1
103876,29.0,Female,West,Graduate,Self-Employed,327940.15,154078.01,Other,699.0,0,30,30.71,2015-01-07,0
103877,47.0,Male,East,Primary,Unemployed,453920.43,273979.61,Other,660.0,8,178,68.61,2020-06-28,1
103878,54.0,Male,East,Secondary,Salaried,991458.25,290462.88,Business,622.0,1,48,66.73,2021-07-08,0
103879,21.0,Male,South,Graduate,Salaried,800447.55,117736.92,Home,772.0,2,46,72.66,2017-11-12,0
103880,52.0,Male,North,Post-Graduate,Self-Employed,600114.26,467099.22,Business,824.0,11,178,43.76,2020-06-02,1
103881,45.0,Female,West,Secondary,Salaried,604474.18,20000.0,Car,,4,62,49.49,2020-11-07,0
103882,49.0,Male,South,Graduate,Self-Employed,164923.82,265548.51,Car,733.0,9,83,63.94,2020-03-23,1
103883,27.0,Female,South,Secondary,Self-Employed,,268618.21,Business,593.0,11,41,26.75,2022-03-15,1
103884,23.0,Male,South,Post-Graduate,Unemployed,509716.25,281617.9,Business,603.0,3,34,67.62,2017-12-25,0
103885,,Female,West,Graduate,Self-Employed,438266.37,355519.48,Business,619.0,4,190,11.23,2020-10-01,0
103886,40.0,Female,West,Post-Graduate,Salaried,749994.57,20000.0,Business,,9,73,65.84,2016-02-07,1
103887,,Female,South,Graduate,,474009.27,157113.95,Business,564.0,4,170,64.31,2016-12-04,1
103888,55.0,Male,West,Primary,Salaried,235406.81,268152.14,Other,774.0,11,112,31.12,2015-05-22,1
103889,55.0,Male,South,Secondary,Salaried,681961.89,454369.21,Education,725.0,4,111,60.95,2017-11-14,0
103890,,Male,East,Post-Graduate,Salaried,296907.55,180181.57,Car,703.0,9,47,24.98,2017-01-31,1
103891,47.0,Female,West,Secondary,Salaried,588241.03,226911.62,Car,626.0,9,101,50.34,2015-02-02,1
103892,46.0,Female,East,Post-Graduate,Self-Employed,663521.77,337055.0,Education,716.0,9,88,59.04,2022-06-28,1
103893,34.0,Female,North,Secondary,Unemployed,544431.97,104852.29,Business,417.0,4,145,60.03,2018-11-02,1
103894,37.0,Female,West,Secondary,Salaried,545326.56,252693.47,Education,685.0,10,10,78.81,2018-10-23,1
103895,38.0,Male,North,Secondary,Salaried,910184.73,237383.83,Business,663.0,1,68,22.74,2023-01-02,0
103896,49.0,Female,South,Primary,Self-Employed,913059.73,176893.24,Car,499.0,10,44,43.66,2018-03-02,1
103897,,Female,West,Graduate,Self-Employed,416491.91,310364.89,Home,683.0,0,25,71.61,2021-01-05,0
103898,47.0,Female,West,Primary,,481048.68,508829.83,Car,697.0,9,151,49.31,2017-04-06,1
103899,38.0,Female,West,Secondary,Self-Employed,492026.51,270845.41,Car,502.0,10,14,71.35,2016-06-09,1
103900,24.0,Male,North,Post-Graduate,Self-Employed,,20000.0,Home,555.0,7,89,40.38,2016-07-19,1
103901,21.0,Male,North,Secondary,Salaried,583603.47,145465.99,Education,815.0,2,30,65.67,2019-11-24,0
103902,21.0,Female,South,Graduate,Unemployed,943416.53,427517.13,Other,635.0,11,67,70.9,2020-06-22,1
103903,46.0,Female,East,Primary,Unemployed,562893.59,221255.08,Business,728.0,6,66,69.25,2022-06-25,0
103904,40.0,Male,East,Graduate,Self-Employed,393946.91,109249.41,Business,740.0,7,148,71.0,2017-08-03,1
103905,43.0,Female,North,Post-Graduate,Salaried,482396.86,340545.85,Car,682.0,10,80,25.37,2020-08-04,1
103906,30.0,Male,West,Graduate,Self-Employed,674676.05,173359.92,Home,731.0,11,130,40.73,2016-10-02,1
103907,31.0,Female,East,Primary,Salaried,548575.08,254206.82,Car,481.0,5,145,22.22,2016-05-22,1
103908,61.0,Other,East,Post-Graduate,Salaried,662720.95,114195.75,Car,632.0,5,151,22.64,2015-05-10,0
103909,,Female,North,Graduate,Self-Employed,551165.01,199832.82,Education,404.0,10,186,44.15,2017-12-31,1
103910,,Female,South,Primary,Salaried,,246381.66,Business,,2,117,77.21,2022-09-15,1
103911,21.0,Male,North,Primary,Salaried,582346.92,237905.15,Other,606.0,8,170,51.43,2016-10-14,1
103912,37.0,Male,North,Secondary,Self-Employed,356719.35,294957.76,Home,597.0,2,161,69.77,2016-02-07,1
103913,42.0,Female,West,Graduate,,530629.16,274144.84,Other,653.0,4,47,75.6,2018-02-23,0
103914,54.0,Male,North,Post-Graduate,Self-Employed,,127783.67,Home,648.0,5,88,16.06,2019-11-22,0
103915,61.0,Male,West,Secondary,Salaried,847244.95,452298.04,Business,661.0,0,59,21.34,2019-03-09,0
103916,49.0,Female,South,Graduate,,,231187.57,Education,664.0,10,98,30.36,2016-05-28,1
103917,24.0,Male,West,Graduate,Salaried,955678.52,87935.41,Other,677.0,8,73,53.17,2021-12-01,1
103918,25.0,Female,South,Post-Graduate,,627420.52,20000.0,Home,573.0,6,134,14.32,2017-10-30,1
103919,31.0,Female,South,Secondary,Salaried,502323.27,259021.88,Car,592.0,10,139,65.07,2019-01-16,1
103920,41.0,Female,South,Secondary,Self-Employed,543683.64,138848.12,Business,647.0,11,176,14.47,2016-04-15,1
103921,55.0,Female,North,Post-Graduate,,611364.47,318736.62,Education,648.0,0,151,21.09,2022-10-16,0
103922,32.0,Female,West,Secondary,Unemployed,816812.85,255803.15,Car,563.0,5,149,36.72,2017-01-05,1
103923,46.0,Female,East,Primary,,638005.76,722620.36,Education,737.0,6,90,49.04,2020-11-26,0
103924,39.0,Female,North,Post-Graduate,Self-Employed,666680.5,98696.45,Home,708.0,4,87,71.71,2021-06-05,0
103925,27.0,Male,South,Graduate,Salaried,842266.01,376922.41,Car,581.0,4,188,77.46,2017-12-01,1
103926,,Female,East,Post-Graduate,Self-Employed,520181.98,119248.2,Education,633.0,6,19,71.92,2022-04-24,0
103927,46.0,Female,North,Primary,Salaried,660486.31,349714.82,Business,811.0,2,53,17.49,2021-09-27,0
103928,60.0,Male,East,Post-Graduate,Salaried,687775.2,420774.57,Other,663.0,2,49,54.19,2023-02-28,0
103929,25.0,Male,South,Graduate,Self-Employed,626945.69,208673.39,Other,682.0,0,118,40.92,2015-01-28,0
103930,,Female,East,Graduate,Self-Employed,699800.53,162495.85,Car,601.0,7,197,18.81,2022-02-23,1
103931,34.0,Male,East,Post-Graduate,Salaried,461758.53,231210.15,Business,625.0,1,79,48.86,2015-08-01,0
103932,,Female,South,Post-Graduate,Salaried,795999.69,160839.33,Business,771.0,2,40,34.97,2022-09-29,0
103933,43.0,Other,East,Primary,Self-Employed,489228.97,443273.84,Education,659.0,6,46,34.21,2015-06-03,0
103934,62.0,Male,North,Primary,Self-Employed,690931.03,226290.45,Car,644.0,9,195,16.61,2022-12-29,1
103935,40.0,Female,East,Graduate,Salaried,642078.08,302743.76,Business,651.0,9,180,78.52,2015-06-07,1
103936,35.0,Male,West,Secondary,Unemployed,462677.44,306266.54,Education,850.0,10,118,60.82,2023-02-15,1
103937,49.0,Female,North,Secondary,,924492.23,357062.64,Business,653.0,7,106,29.62,2021-05-30,1
103938,28.0,Male,East,Secondary,Salaried,943312.67,195758.71,Car,584.0,8,80,74.22,2018-10-16,1
103939,61.0,Female,West,Secondary,Salaried,415833.19,342086.08,Business,598.0,7,47,76.37,2021-11-05,1
103940,39.0,Male,West,Graduate,Self-Employed,759858.92,406164.79,Business,712.0,6,17,66.73,2022-10-02,0
103941,59.0,Male,West,Secondary,,,231318.65,Business,536.0,9,43,56.15,2016-09-13,1
103942,48.0,Male,East,Secondary,,465233.73,90040.27,Other,686.0,0,154,36.35,2021-03-31,0
103943,,Male,South,Post-Graduate,Salaried,673701.94,414231.38,Home,592.0,0,26,40.4,2017-04-02,1
103944,,Female,West,Secondary,Salaried,766758.22,270836.87,Car,501.0,10,103,41.85,2021-02-02,1
103945,35.0,Male,South,Post-Graduate,Salaried,632216.58,250503.83,Other,572.0,7,91,76.41,2016-09-30,1
103946,55.0,Female,North,Graduate,Self-Employed,527300.36,331211.5,Home,652.0,6,62,63.21,2022-03-24,0
103947,57.0,Female,South,Post-Graduate,Salaried,865884.68,421501.78,Business,762.0,1,152,30.44,2015-02-21,0
103948,21.0,Female,South,Primary,Salaried,873079.56,223362.64,Business,723.0,8,73,53.72,2017-03-27,1
103949,23.0,Female,South,Post-Graduate,Salaried,463421.72,400677.0,Other,627.0,9,118,51.57,2019-01-11,1
103950,,Female,South,Secondary,Salaried,618177.59,258652.38,Education,728.0,6,66,66.85,2015-11-26,0
103951,47.0,Male,South,Post-Graduate,Salaried,284206.92,324856.42,Car,621.0,8,157,16.67,2017-02-23,1
103952,60.0,Male,North,Post-Graduate,Salaried,,177166.99,Home,,10,70,59.09,2022-11-09,1
103953,56.0,Female,North,Graduate,Self-Employed,865500.03,219540.99,Business,652.0,0,34,33.18,2015-10-23,0
103954,54.0,Female,South,Graduate,Salaried,677908.89,380161.18,Car,530.0,10,87,19.07,2022-10-17,1
103955,49.0,Other,South,Secondary,Salaried,,20000.0,Business,713.0,2,36,61.22,2015-12-12,0
103956,,Male,West,Primary,Salaried,923059.33,334053.71,Business,714.0,9,184,33.22,2021-01-10,1
103957,44.0,Male,North,Primary,Salaried,1006083.26,295542.52,Business,580.0,1,108,61.11,2021-03-29,1
103958,62.0,Male,East,Post-Graduate,Salaried,513624.79,449322.75,Car,662.0,5,37,21.37,2021-07-07,0
103959,24.0,Female,North,Primary,Salaried,689092.18,370731.75,Other,661.0,9,143,79.01,2019-02-14,1
103960,23.0,Female,East,Graduate,Salaried,763334.72,271222.46,Car,720.0,3,50,66.24,2016-01-14,0
103961,54.0,Male,West,Secondary,,757475.52,97379.23,Car,550.0,1,68,30.24,2020-06-17,1
103962,,Female,South,Secondary,Salaried,609638.89,180330.22,Education,,1,87,61.84,2016-07-21,0
103963,43.0,Female,West,Graduate,Salaried,959574.8,222769.58,Education,545.0,5,198,19.51,2015-01-30,1
103964,25.0,Female,South,Secondary,Self-Employed,286940.89,429042.96,Other,712.0,8,58,55.74,2021-12-20,1
103965,51.0,Male,North,Post-Graduate,,289501.86,346092.06,Education,735.0,5,117,14.17,2021-12-16,0
103966,61.0,Female,South,Secondary,,596863.05,154595.98,Other,596.0,3,109,33.34,2022-02-24,1
103967,26.0,Female,East,Primary,Salaried,948712.56,298337.09,Business,,11,14,78.49,2022-08-19,1
103968,57.0,Female,East,Secondary,Salaried,831938.64,194947.96,Business,524.0,8,20,18.46,2016-11-24,1
103969,30.0,Female,West,Secondary,Salaried,301334.53,172501.89,Car,738.0,1,95,51.82,2020-08-04,0
103970,60.0,Male,North,Graduate,Unemployed,1168689.96,325428.28,Business,765.0,5,49,14.94,2018-04-29,0
103971,27.0,Male,East,Graduate,Salaried,710868.66,232670.58,Education,678.0,6,123,56.86,2016-11-01,0
103972,59.0,Female,West,Primary,Salaried,369556.1,110288.63,Home,634.0,2,79,29.51,2022-07-14,0
103973,58.0,Male,North,Graduate,Salaried,581575.75,349231.84,Car,675.0,3,176,31.7,2019-02-12,0
103974,41.0,Female,North,Primary,,793429.04,268240.2,Other,602.0,6,79,33.65,2015-06-27,0
103975,,Female,West,Post-Graduate,Unemployed,850495.07,206037.53,Business,850.0,8,119,24.36,2021-09-25,1
103976,23.0,Female,East,Primary,Salaried,586804.77,429096.45,Car,603.0,4,29,75.92,2018-10-18,0
103977,42.0,Male,East,Secondary,Self-Employed,704432.9,377694.9,Car,755.0,10,141,73.41,2022-08-15,1
103978,24.0,Male,West,Primary,Salaried,575043.63,264591.72,Car,591.0,1,22,70.9,2022-06-12,1
103979,48.0,Female,East,Post-Graduate,Self-Employed,,44567.32,Business,,7,58,17.45,2019-10-11,1
103980,,Male,West,Secondary,Salaried,744957.6,383262.89,Other,811.0,8,85,26.34,2017-09-20,1
103981,58.0,Female,East,Primary,Self-Employed,888142.92,191989.47,Car,681.0,10,18,52.86,2017-03-13,1
103982,56.0,Female,East,Graduate,Salaried,372507.39,231055.47,Car,673.0,10,68,77.93,2019-09-17,1
103983,61.0,Male,West,Graduate,Self-Employed,553442.51,213672.76,Car,573.0,1,125,52.34,2021-10-28,1
103984,25.0,Female,West,Graduate,Self-Employed,479612.65,94526.62,Business,564.0,9,12,32.9,2021-07-16,1
103985,33.0,Male,East,Primary,Salaried,398399.09,304300.74,Education,674.0,9,20,67.22,2017-03-10,1
103986,43.0,Male,West,Primary,,388191.58,148879.57,Other,767.0,0,14,19.48,2019-10-28,0
103987,50.0,Other,East,Post-Graduate,Self-Employed,604990.2,298082.42,Car,606.0,3,172,71.72,2018-06-03,0
103988,57.0,Other,South,Secondary,Self-Employed,385488.01,137671.21,Car,827.0,0,122,78.23,2017-10-28,0
103989,45.0,Female,North,Secondary,Salaried,378706.9,195478.85,Car,601.0,0,161,77.74,2020-06-22,0
